timestamp,product_id,category,base_price,inventory_level,demand_last_24h,competitor_price,season,day_of_week,time_of_day,special_event,customer_segment,rating,historical_sales,final_price
2025-03-08 17:02:21.354774486,PROD_0024,Sports,348.26,18,5,280.25,Summer,Saturday,17,0,Budget,2.0,72,327.29
2025-03-08 17:45:35.949369081,PROD_0079,Electronics,387.1,56,17,464.12,Spring,Saturday,17,0,Regular,2.8,865,446.83
2025-03-08 18:28:50.543963675,PROD_0059,Clothing,352.86,24,93,321.96,Summer,Saturday,18,0,Budget,4.0,824,374.03
2025-03-08 19:12:05.138558270,PROD_0032,Home,246.66,30,21,263.24,Fall,Saturday,19,1,Budget,1.8,342,313.05
2025-03-08 19:55:19.733152864,PROD_0096,Clothing,514.63,80,32,448.07,Summer,Saturday,19,0,Premium,3.8,132,624.57
2025-03-08 20:38:34.327747459,PROD_0088,Clothing,827.03,182,29,853.57,Summer,Saturday,20,0,Regular,1.1,54,914.32
2025-03-08 21:21:48.922342054,PROD_0052,Home,286.91,22,80,333.27,Fall,Saturday,21,0,Budget,2.7,60,330.69
2025-03-08 22:05:03.516936648,PROD_0062,Clothing,942.96,31,31,875.14,Winter,Saturday,22,0,Regular,4.1,856,1016.69
2025-03-08 22:48:18.111531243,PROD_0058,Home,874.6,189,41,934.17,Spring,Saturday,22,1,Regular,2.4,519,1176.21
2025-03-08 23:31:32.706125837,PROD_0052,Electronics,170.15,73,77,148.91,Fall,Saturday,23,0,Budget,3.3,271,172.58
2025-03-09 00:14:47.300720432,PROD_0012,Home,788.41,9,9,827.77,Summer,Sunday,0,0,Premium,1.8,245,1057.01
2025-03-09 00:58:01.895315027,PROD_0039,Home,578.84,199,35,540.97,Spring,Sunday,0,0,Regular,4.0,175,579.06
2025-03-09 01:41:16.489909621,PROD_0002,Sports,570.91,53,33,504.96,Fall,Sunday,1,0,Budget,1.2,627,549.94
2025-03-09 02:24:31.084504216,PROD_0003,Home,397.13,51,72,367.46,Spring,Sunday,2,0,Regular,4.4,316,449.16
2025-03-09 03:07:45.679098810,PROD_0056,Home,506.14,147,27,441.12,Spring,Sunday,3,0,Premium,1.8,782,590.6
2025-03-09 03:51:00.273693405,PROD_0081,Electronics,403.21,159,10,468.03,Fall,Sunday,3,1,Premium,4.5,704,604.81
2025-03-09 04:34:14.868288000,PROD_0059,Sports,544.34,113,77,521.95,Spring,Sunday,4,0,Premium,2.4,661,692.23
2025-03-09 05:17:29.462882594,PROD_0002,Books,631.67,13,38,567.31,Winter,Sunday,5,0,Budget,3.9,130,624.24
2025-03-09 06:00:44.057477189,PROD_0002,Electronics,677.56,177,46,663.58,Fall,Sunday,6,0,Budget,2.3,101,626.41
2025-03-09 06:43:58.652071783,PROD_0092,Electronics,537.16,155,18,498.6,Winter,Sunday,6,0,Premium,4.6,309,616.25
2025-03-09 07:27:13.246666378,PROD_0054,Books,724.21,109,14,795.01,Summer,Sunday,7,0,Budget,1.5,781,730.54
2025-03-09 08:10:27.841260973,PROD_0087,Home,149.87,52,27,178.11,Spring,Sunday,8,0,Premium,1.7,291,202.22
2025-03-09 08:53:42.435855567,PROD_0096,Clothing,219.86,151,23,214.41,Summer,Sunday,8,0,Budget,3.0,721,199.23
2025-03-09 09:36:57.030450162,PROD_0097,Sports,820.55,78,71,939.05,Summer,Sunday,9,0,Premium,1.3,494,1163.21
2025-03-09 10:20:11.625044756,PROD_0001,Clothing,329.3,21,8,337.98,Spring,Sunday,10,0,Regular,1.8,360,381.23
2025-03-09 11:03:26.219639351,PROD_0019,Books,32.66,29,46,28.19,Fall,Sunday,11,0,Premium,4.8,337,41.41
2025-03-09 11:46:40.814233946,PROD_0002,Electronics,162.25,190,32,174.62,Spring,Sunday,11,0,Premium,4.9,578,206.35
2025-03-09 12:29:55.408828540,PROD_0053,Electronics,231.38,3,61,232.62,Summer,Sunday,12,0,Budget,2.5,9,262.17
2025-03-09 13:13:10.003423135,PROD_0044,Sports,957.75,58,96,1015.45,Summer,Sunday,13,0,Budget,4.7,48,1108.92
2025-03-09 13:56:24.598017729,PROD_0090,Electronics,577.31,7,18,667.3,Fall,Sunday,13,0,Budget,3.2,486,614.36
2025-03-09 14:39:39.192612324,PROD_0032,Electronics,933.4,11,66,911.16,Spring,Sunday,14,0,Budget,2.1,622,959.95
2025-03-09 15:22:53.787206919,PROD_0070,Sports,579.41,118,73,672.39,Summer,Sunday,15,0,Budget,3.8,320,632.41
2025-03-09 16:06:08.381801513,PROD_0032,Sports,484.56,158,39,533.15,Winter,Sunday,16,1,Budget,3.6,730,593.85
2025-03-09 16:49:22.976396108,PROD_0068,Books,320.59,33,46,319.13,Summer,Sunday,16,0,Regular,5.0,568,352.76
2025-03-09 17:32:37.570990702,PROD_0055,Electronics,610.31,81,64,635.51,Summer,Sunday,17,0,Premium,2.1,794,855.75
2025-03-09 18:15:52.165585297,PROD_0075,Electronics,147.81,97,28,137.49,Fall,Sunday,18,0,Premium,3.7,970,176.93
2025-03-09 18:59:06.760179891,PROD_0056,Books,899.28,126,49,1073.23,Winter,Sunday,18,0,Premium,1.2,624,1208.82
2025-03-09 19:42:21.354774486,PROD_0017,Home,831.04,74,97,886.67,Summer,Sunday,19,0,Regular,1.5,132,1062.52
2025-03-09 20:25:35.949369081,PROD_0038,Home,324.36,104,12,265.17,Summer,Sunday,20,1,Premium,1.0,582,453.66
2025-03-09 21:08:50.543963675,PROD_0024,Home,953.27,48,0,887.16,Winter,Sunday,21,0,Regular,5.0,82,974.43
2025-03-09 21:52:05.138558270,PROD_0069,Books,826.95,78,33,867.74,Spring,Sunday,21,1,Regular,4.2,56,1160.24
2025-03-09 22:35:19.733152864,PROD_0098,Electronics,669.64,184,92,550.8,Spring,Sunday,22,1,Regular,4.1,375,875.69
2025-03-09 23:18:34.327747459,PROD_0070,Books,130.54,92,47,105.68,Summer,Sunday,23,0,Premium,3.0,348,160.92
2025-03-10 00:01:48.922342054,PROD_0086,Books,483.45,153,76,473.79,Summer,Monday,0,0,Regular,2.2,270,523.66
2025-03-10 00:45:03.516936648,PROD_0011,Home,511.05,17,47,476.85,Spring,Monday,0,0,Premium,1.6,482,652.37
2025-03-10 01:28:18.111531243,PROD_0016,Clothing,240.23,95,48,234.3,Fall,Monday,1,0,Premium,2.1,110,296.11
2025-03-10 02:11:32.706125837,PROD_0097,Electronics,89.17,37,63,80.7,Winter,Monday,2,0,Budget,2.5,868,90.24
2025-03-10 02:54:47.300720432,PROD_0073,Home,778.96,86,60,674.49,Winter,Monday,2,0,Budget,4.0,886,767.33
2025-03-10 03:38:01.895315027,PROD_0059,Clothing,130.81,87,28,140.71,Fall,Monday,3,0,Regular,3.2,75,151.21
2025-03-10 04:21:16.489909621,PROD_0070,Clothing,598.35,49,38,601.84,Fall,Monday,4,0,Regular,1.3,157,714.21
2025-03-10 05:04:31.084504216,PROD_0080,Sports,937.08,7,87,824.69,Fall,Monday,5,0,Premium,1.1,531,1269.05
2025-03-10 05:47:45.679098810,PROD_0093,Electronics,877.34,168,25,814.03,Fall,Monday,5,0,Regular,1.4,932,878.57
2025-03-10 06:31:00.273693405,PROD_0003,Clothing,284.98,133,16,295.44,Fall,Monday,6,0,Regular,2.6,642,316.67
2025-03-10 07:14:14.868288000,PROD_0020,Home,852.93,68,70,706.99,Fall,Monday,7,0,Premium,4.7,328,1097.63
2025-03-10 07:57:29.462882594,PROD_0059,Sports,10.33,171,12,8.87,Winter,Monday,7,0,Regular,3.5,121,10.13
2025-03-10 08:40:44.057477189,PROD_0036,Electronics,27.51,120,68,22.81,Fall,Monday,8,0,Regular,4.2,40,29.95
2025-03-10 09:23:58.652071783,PROD_0019,Books,606.53,63,25,682.3,Spring,Monday,9,0,Premium,2.9,166,811.9
2025-03-10 10:07:13.246666378,PROD_0090,Home,371.15,156,48,408.62,Fall,Monday,10,0,Premium,2.4,921,491.0
2025-03-10 10:50:27.841260973,PROD_0067,Clothing,392.6,155,66,432.38,Fall,Monday,10,0,Budget,1.4,641,416.91
2025-03-10 11:33:42.435855567,PROD_0019,Clothing,568.8,138,6,618.01,Winter,Monday,11,0,Premium,4.5,22,714.49
2025-03-10 12:16:57.030450162,PROD_0020,Home,199.86,120,57,213.41,Winter,Monday,12,0,Budget,4.1,278,213.22
2025-03-10 13:00:11.625044756,PROD_0096,Clothing,219.64,64,48,217.62,Fall,Monday,13,0,Regular,1.7,762,238.89
2025-03-10 13:43:26.219639351,PROD_0071,Sports,489.76,106,52,517.63,Winter,Monday,13,0,Premium,3.0,468,667.47
2025-03-10 14:26:40.814233946,PROD_0052,Electronics,756.71,146,64,616.98,Summer,Monday,14,0,Premium,2.9,399,930.53
2025-03-10 15:09:55.408828540,PROD_0033,Sports,623.3,136,61,653.59,Winter,Monday,15,0,Premium,3.5,8,847.79
2025-03-10 15:53:10.003423135,PROD_0040,Clothing,304.38,154,16,338.21,Winter,Monday,15,0,Regular,4.8,12,334.8
2025-03-10 16:36:24.598017729,PROD_0039,Books,436.03,161,42,436.1,Winter,Monday,16,0,Budget,3.3,923,446.55
2025-03-10 17:19:39.192612324,PROD_0082,Electronics,178.96,171,24,168.76,Winter,Monday,17,0,Regular,3.2,922,178.68
2025-03-10 18:02:53.787206919,PROD_0001,Electronics,83.88,195,2,76.42,Spring,Monday,18,0,Regular,1.2,818,80.13
2025-03-10 18:46:08.381801513,PROD_0011,Home,784.87,99,78,829.7,Spring,Monday,18,0,Premium,1.3,831,1112.07
2025-03-10 19:29:22.976396108,PROD_0092,Home,272.73,81,28,293.77,Spring,Monday,19,0,Budget,1.7,51,284.54
2025-03-10 20:12:37.570990702,PROD_0057,Books,185.99,142,31,213.59,Fall,Monday,20,0,Regular,1.1,208,210.3
2025-03-10 20:55:52.165585297,PROD_0089,Electronics,694.7,50,25,650.89,Fall,Monday,20,0,Premium,4.0,549,846.48
2025-03-10 21:39:06.760179891,PROD_0050,Books,621.87,140,15,688.98,Summer,Monday,21,0,Regular,3.9,611,687.69
2025-03-10 22:22:21.354774486,PROD_0023,Home,636.86,82,24,652.49,Spring,Monday,22,0,Regular,1.5,704,733.65
2025-03-10 23:05:35.949369081,PROD_0031,Home,236.61,176,53,272.84,Fall,Monday,23,0,Premium,4.3,401,312.12
2025-03-10 23:48:50.543963675,PROD_0094,Electronics,240.32,197,27,242.99,Winter,Monday,23,0,Premium,1.6,190,302.39
2025-03-11 00:32:05.138558270,PROD_0042,Sports,228.59,111,72,230.21,Winter,Tuesday,0,0,Budget,2.2,50,250.0
2025-03-11 01:15:19.733152864,PROD_0099,Clothing,182.02,55,55,187.68,Spring,Tuesday,1,0,Regular,2.0,392,221.88
2025-03-11 01:58:34.327747459,PROD_0007,Home,659.17,178,64,724.9,Summer,Tuesday,1,1,Premium,2.5,652,988.75
2025-03-11 02:41:48.922342054,PROD_0016,Home,849.54,164,92,1007.44,Summer,Tuesday,2,0,Premium,2.0,679,1188.39
2025-03-11 03:25:03.516936648,PROD_0090,Sports,727.07,144,85,603.05,Winter,Tuesday,3,0,Budget,3.0,822,720.53
2025-03-11 04:08:18.111531243,PROD_0060,Sports,794.17,185,79,652.31,Summer,Tuesday,4,0,Budget,2.6,620,765.18
2025-03-11 04:51:32.706125837,PROD_0002,Books,410.75,156,40,482.64,Spring,Tuesday,4,0,Premium,4.9,718,537.31
2025-03-11 05:34:47.300720432,PROD_0001,Books,657.54,160,50,665.39,Winter,Tuesday,5,0,Budget,1.2,938,681.33
2025-03-11 06:18:01.895315027,PROD_0048,Clothing,360.69,59,70,377.27,Fall,Tuesday,6,0,Premium,1.6,299,515.2
2025-03-11 07:01:16.489909621,PROD_0012,Clothing,530.25,119,77,526.52,Fall,Tuesday,7,0,Regular,1.2,621,584.68
2025-03-11 07:44:31.084504216,PROD_0069,Electronics,486.82,182,28,407.69,Summer,Tuesday,7,0,Budget,3.5,195,437.61
2025-03-11 08:27:45.679098810,PROD_0037,Books,185.12,137,82,204.97,Winter,Tuesday,8,0,Regular,1.2,416,225.16
2025-03-11 09:11:00.273693405,PROD_0032,Home,393.21,174,18,432.09,Winter,Tuesday,9,0,Regular,4.3,663,429.53
2025-03-11 09:54:14.868288000,PROD_0009,Books,964.18,22,65,891.56,Fall,Tuesday,9,0,Regular,3.0,419,1094.75
2025-03-11 10:37:29.462882594,PROD_0099,Home,256.09,148,40,236.25,Winter,Tuesday,10,0,Premium,3.1,754,304.28
2025-03-11 11:20:44.057477189,PROD_0019,Sports,142.47,12,44,161.72,Winter,Tuesday,11,0,Regular,3.2,639,174.45
2025-03-11 12:03:58.652071783,PROD_0048,Books,424.39,100,14,351.8,Winter,Tuesday,12,0,Regular,1.7,616,432.22
2025-03-11 12:47:13.246666378,PROD_0080,Sports,792.43,160,2,913.23,Summer,Tuesday,12,0,Regular,1.8,521,851.24
2025-03-11 13:30:27.841260973,PROD_0003,Clothing,586.33,23,10,529.26,Winter,Tuesday,13,0,Premium,2.3,355,707.71
2025-03-11 14:13:42.435855567,PROD_0020,Clothing,684.17,107,52,709.61,Spring,Tuesday,14,0,Regular,3.4,147,810.42
2025-03-11 14:56:57.030450162,PROD_0024,Electronics,197.8,10,45,232.29,Summer,Tuesday,14,1,Regular,1.8,364,291.32
2025-03-11 15:40:11.625044756,PROD_0054,Books,622.76,16,29,667.13,Winter,Tuesday,15,0,Budget,1.5,363,670.6
2025-03-11 16:23:26.219639351,PROD_0033,Sports,330.27,195,56,318.96,Winter,Tuesday,16,0,Premium,4.9,970,392.1
2025-03-11 17:06:40.814233946,PROD_0024,Home,835.96,174,17,899.34,Spring,Tuesday,17,0,Regular,1.1,651,911.84
2025-03-11 17:49:55.408828540,PROD_0075,Clothing,633.01,24,50,593.5,Summer,Tuesday,17,0,Budget,4.2,701,633.01
2025-03-11 18:33:10.003423135,PROD_0072,Clothing,206.87,93,47,188.44,Fall,Tuesday,18,0,Premium,4.2,401,254.88
2025-03-11 19:16:24.598017729,PROD_0036,Home,73.97,20,65,88.67,Fall,Tuesday,19,0,Premium,2.2,605,106.85
2025-03-11 19:59:39.192612324,PROD_0038,Sports,52.21,83,95,57.44,Summer,Tuesday,19,0,Premium,1.5,491,76.24
2025-03-11 20:42:53.787206919,PROD_0084,Sports,377.69,139,7,399.56,Winter,Tuesday,20,0,Premium,1.6,228,474.91
2025-03-11 21:26:08.381801513,PROD_0099,Books,273.19,36,21,257.38,Winter,Tuesday,21,0,Premium,3.8,574,333.11
2025-03-11 22:09:22.976396108,PROD_0089,Books,649.63,41,5,532.48,Fall,Tuesday,22,0,Premium,3.6,851,771.89
2025-03-11 22:52:37.570990702,PROD_0099,Electronics,504.34,144,75,409.74,Fall,Tuesday,22,0,Regular,4.1,536,547.95
2025-03-11 23:35:52.165585297,PROD_0025,Clothing,273.36,100,56,279.28,Fall,Tuesday,23,0,Regular,4.7,267,326.69
2025-03-12 00:19:06.760179891,PROD_0093,Books,157.75,47,35,174.28,Spring,Wednesday,0,0,Regular,3.8,404,187.66
2025-03-12 01:02:21.354774486,PROD_0018,Sports,135.93,102,78,137.96,Fall,Wednesday,1,0,Regular,1.6,792,167.23
2025-03-12 01:45:35.949369081,PROD_0082,Home,866.01,27,91,984.06,Spring,Wednesday,1,0,Budget,2.0,10,1010.55
2025-03-12 02:28:50.543963675,PROD_0066,Sports,251.04,40,56,204.19,Summer,Wednesday,2,0,Regular,4.4,319,279.21
2025-03-12 03:12:05.138558270,PROD_0054,Clothing,655.19,98,48,620.27,Winter,Wednesday,3,0,Premium,1.8,712,806.47
2025-03-12 03:55:19.733152864,PROD_0035,Sports,812.58,46,44,727.12,Fall,Wednesday,3,0,Regular,1.3,125,886.26
2025-03-12 04:38:34.327747459,PROD_0080,Electronics,617.94,145,81,604.91,Winter,Wednesday,4,0,Regular,3.8,305,676.47
2025-03-12 05:21:48.922342054,PROD_0061,Clothing,860.97,104,65,713.7,Winter,Wednesday,5,0,Premium,2.6,701,1081.87
2025-03-12 06:05:03.516936648,PROD_0041,Home,398.47,123,76,470.85,Fall,Wednesday,6,0,Regular,4.7,510,484.03
2025-03-12 06:48:18.111531243,PROD_0100,Electronics,956.66,198,44,850.76,Fall,Wednesday,6,0,Regular,3.6,88,969.78
2025-03-12 07:31:32.706125837,PROD_0033,Clothing,141.81,12,78,165.77,Summer,Wednesday,7,1,Regular,1.4,354,212.72
2025-03-12 08:14:47.300720432,PROD_0068,Home,111.13,140,19,107.83,Spring,Wednesday,8,0,Budget,4.8,627,100.65
2025-03-12 08:58:01.895315027,PROD_0033,Electronics,662.11,99,63,790.69,Spring,Wednesday,8,0,Regular,2.0,351,799.33
2025-03-12 09:41:16.489909621,PROD_0014,Electronics,943.4,30,92,963.8,Winter,Wednesday,9,0,Premium,2.3,688,1406.55
2025-03-12 10:24:31.084504216,PROD_0021,Clothing,810.79,129,92,950.52,Fall,Wednesday,10,0,Premium,2.6,13,1153.69
2025-03-12 11:07:45.679098810,PROD_0048,Books,85.65,15,66,68.71,Summer,Wednesday,11,0,Regular,1.2,256,97.7
2025-03-12 11:51:00.273693405,PROD_0020,Electronics,286.57,136,82,315.03,Summer,Wednesday,11,0,Regular,3.0,208,348.73
2025-03-12 12:34:14.868288000,PROD_0008,Electronics,931.02,72,2,1081.11,Summer,Wednesday,12,0,Regular,1.5,280,1043.25
2025-03-12 13:17:29.462882594,PROD_0007,Home,260.53,165,53,222.98,Summer,Wednesday,13,1,Premium,2.6,442,375.16
2025-03-12 14:00:44.057477189,PROD_0067,Sports,783.36,53,77,656.81,Summer,Wednesday,14,1,Premium,2.4,839,1175.04
2025-03-12 14:43:58.652071783,PROD_0017,Clothing,826.88,183,63,801.93,Spring,Wednesday,14,0,Budget,4.1,836,780.37
2025-03-12 15:27:13.246666378,PROD_0033,Clothing,500.5,99,39,587.32,Spring,Wednesday,15,0,Budget,4.2,388,525.92
2025-03-12 16:10:27.841260973,PROD_0048,Books,392.49,108,58,399.14,Spring,Wednesday,16,0,Budget,1.6,616,421.71
2025-03-12 16:53:42.435855567,PROD_0076,Books,455.62,86,54,460.63,Fall,Wednesday,16,0,Premium,2.5,482,628.63
2025-03-12 17:36:57.030450162,PROD_0059,Clothing,234.7,172,61,201.0,Winter,Wednesday,17,0,Budget,2.5,146,222.09
2025-03-12 18:20:11.625044756,PROD_0086,Books,890.5,161,3,712.68,Summer,Wednesday,18,0,Regular,1.6,278,866.35
2025-03-12 19:03:26.219639351,PROD_0022,Home,456.11,136,59,512.7,Fall,Wednesday,19,0,Regular,4.2,520,537.99
2025-03-12 19:46:40.814233946,PROD_0030,Clothing,883.63,7,74,737.86,Summer,Wednesday,19,0,Premium,3.8,629,1176.03
2025-03-12 20:29:55.408828540,PROD_0038,Books,114.64,6,94,120.77,Spring,Wednesday,20,0,Budget,1.8,605,135.6
2025-03-12 21:13:10.003423135,PROD_0051,Clothing,988.39,35,95,1152.31,Fall,Wednesday,21,0,Regular,2.5,433,1283.52
2025-03-12 21:56:24.598017729,PROD_0054,Sports,448.84,17,90,396.53,Spring,Wednesday,21,0,Premium,1.4,143,607.48
2025-03-12 22:39:39.192612324,PROD_0008,Electronics,57.35,2,29,61.14,Summer,Wednesday,22,0,Budget,3.5,288,62.15
2025-03-12 23:22:53.787206919,PROD_0027,Clothing,47.64,27,1,39.61,Summer,Wednesday,23,0,Regular,1.5,385,49.25
2025-03-13 00:06:08.381801513,PROD_0027,Electronics,748.75,69,61,779.82,Winter,Thursday,0,0,Budget,4.9,13,822.89
2025-03-13 00:49:22.976396108,PROD_0098,Books,662.45,171,48,573.39,Summer,Thursday,0,0,Premium,4.1,256,787.08
2025-03-13 01:32:37.570990702,PROD_0021,Electronics,804.11,148,8,880.0,Spring,Thursday,1,0,Budget,2.6,345,789.0
2025-03-13 02:15:52.165585297,PROD_0030,Clothing,114.31,27,91,105.23,Summer,Thursday,2,0,Premium,3.3,697,154.21
2025-03-13 02:59:06.760179892,PROD_0097,Sports,45.22,53,30,44.55,Winter,Thursday,2,0,Budget,4.6,344,43.37
2025-03-13 03:42:21.354774486,PROD_0028,Books,513.49,181,97,533.92,Winter,Thursday,3,1,Regular,3.2,399,748.18
2025-03-13 04:25:35.949369081,PROD_0064,Clothing,393.72,64,60,341.95,Spring,Thursday,4,0,Premium,1.7,206,500.73
2025-03-13 05:08:50.543963675,PROD_0097,Books,467.33,99,78,512.5,Fall,Thursday,5,1,Premium,2.5,857,700.99
2025-03-13 05:52:05.138558270,PROD_0069,Home,991.67,20,47,913.39,Summer,Thursday,5,0,Premium,4.4,942,1264.16
2025-03-13 06:35:19.733152864,PROD_0061,Electronics,971.04,12,24,1034.11,Winter,Thursday,6,0,Budget,3.6,171,1040.03
2025-03-13 07:18:34.327747459,PROD_0048,Home,942.89,56,35,814.01,Summer,Thursday,7,0,Budget,3.6,463,909.59
2025-03-13 08:01:48.922342054,PROD_0019,Clothing,786.0,48,7,845.15,Summer,Thursday,8,0,Regular,4.5,269,897.35
2025-03-13 08:45:03.516936648,PROD_0004,Sports,361.29,117,72,307.56,Fall,Thursday,8,1,Premium,4.6,220,541.94
2025-03-13 09:28:18.111531243,PROD_0035,Books,418.01,53,57,405.53,Winter,Thursday,9,0,Premium,4.7,151,532.16
2025-03-13 10:11:32.706125837,PROD_0064,Electronics,554.12,137,44,498.09,Summer,Thursday,10,0,Budget,1.4,622,520.95
2025-03-13 10:54:47.300720432,PROD_0049,Books,832.23,52,61,914.91,Winter,Thursday,10,0,Budget,3.2,182,921.94
2025-03-13 11:38:01.895315027,PROD_0017,Clothing,78.03,43,38,70.6,Spring,Thursday,11,0,Regular,4.0,398,84.5
2025-03-13 12:21:16.489909621,PROD_0044,Books,430.05,46,95,495.72,Spring,Thursday,12,0,Regular,4.0,850,555.63
2025-03-13 13:04:31.084504216,PROD_0092,Electronics,91.79,52,57,106.18,Summer,Thursday,13,0,Budget,3.4,71,101.13
2025-03-13 13:47:45.679098810,PROD_0030,Clothing,519.51,73,80,456.43,Winter,Thursday,13,0,Premium,1.7,417,676.04
2025-03-13 14:31:00.273693405,PROD_0093,Books,899.91,45,98,940.89,Summer,Thursday,14,0,Regular,4.2,897,1167.8
2025-03-13 15:14:14.868288000,PROD_0046,Sports,784.66,12,82,655.26,Winter,Thursday,15,0,Budget,3.9,282,824.22
2025-03-13 15:57:29.462882594,PROD_0006,Clothing,235.56,164,63,225.34,Winter,Thursday,15,0,Budget,1.3,73,224.41
2025-03-13 16:40:44.057477189,PROD_0099,Clothing,976.23,101,43,1059.53,Fall,Thursday,16,0,Premium,2.9,354,1316.95
2025-03-13 17:23:58.652071783,PROD_0037,Sports,670.68,23,28,713.45,Fall,Thursday,17,0,Budget,1.7,726,718.86
2025-03-13 18:07:13.246666378,PROD_0024,Home,20.32,1,58,21.34,Fall,Thursday,18,0,Budget,2.3,496,22.95
2025-03-13 18:50:27.841260973,PROD_0093,Electronics,262.86,80,70,239.99,Summer,Thursday,18,0,Regular,1.1,327,292.49
2025-03-13 19:33:42.435855567,PROD_0046,Home,268.11,99,91,255.03,Fall,Thursday,19,0,Budget,2.6,987,273.68
2025-03-13 20:16:57.030450162,PROD_0053,Books,78.56,141,8,66.08,Fall,Thursday,20,0,Budget,3.2,534,69.98
2025-03-13 21:00:11.625044756,PROD_0095,Sports,960.23,137,91,1044.35,Spring,Thursday,21,1,Regular,3.5,579,1418.35
2025-03-13 21:43:26.219639351,PROD_0099,Home,483.47,162,5,484.22,Winter,Thursday,21,0,Premium,3.7,909,599.35
2025-03-13 22:26:40.814233946,PROD_0060,Clothing,896.86,152,28,971.75,Winter,Thursday,22,0,Premium,4.3,446,1155.52
2025-03-13 23:09:55.408828540,PROD_0097,Books,328.99,130,57,295.95,Fall,Thursday,23,0,Regular,1.9,372,351.14
2025-03-13 23:53:10.003423135,PROD_0063,Books,133.98,110,16,124.57,Winter,Thursday,23,0,Regular,1.5,361,136.2
2025-03-14 00:36:24.598017729,PROD_0085,Home,479.59,101,15,447.79,Spring,Friday,0,0,Premium,4.4,92,562.26
2025-03-14 01:19:39.192612324,PROD_0032,Home,122.82,16,86,99.52,Spring,Friday,1,1,Premium,1.6,320,184.23
2025-03-14 02:02:53.787206919,PROD_0087,Sports,491.16,11,94,459.93,Fall,Friday,2,0,Premium,4.9,323,670.1
2025-03-14 02:46:08.381801513,PROD_0033,Electronics,921.09,181,2,1032.84,Spring,Friday,2,0,Premium,4.4,383,1126.16
2025-03-14 03:29:22.976396108,PROD_0067,Home,525.56,115,20,609.08,Winter,Friday,3,0,Premium,3.0,574,681.43
2025-03-14 04:12:37.570990702,PROD_0018,Home,620.33,23,63,624.86,Summer,Friday,4,0,Regular,4.9,735,776.0
2025-03-14 04:55:52.165585297,PROD_0025,Clothing,165.07,28,89,162.13,Winter,Friday,4,0,Budget,1.4,736,173.74
2025-03-14 05:39:06.760179892,PROD_0095,Books,53.3,170,35,43.3,Summer,Friday,5,0,Premium,2.2,880,62.2
2025-03-14 06:22:21.354774486,PROD_0054,Electronics,119.7,152,85,137.86,Fall,Friday,6,0,Premium,3.6,345,166.88
2025-03-14 07:05:35.949369081,PROD_0058,Clothing,602.55,121,61,485.17,Summer,Friday,7,0,Budget,2.4,848,584.53
2025-03-14 07:48:50.543963675,PROD_0067,Sports,104.06,187,41,122.57,Spring,Friday,7,0,Budget,4.7,102,105.06
2025-03-14 08:32:05.138558270,PROD_0046,Sports,382.23,89,75,380.58,Winter,Friday,8,0,Budget,1.3,214,383.75
2025-03-14 09:15:19.733152864,PROD_0024,Home,554.59,64,41,519.53,Summer,Friday,9,0,Budget,3.2,191,537.56
2025-03-14 09:58:34.327747459,PROD_0032,Home,394.77,83,60,461.75,Winter,Friday,9,0,Budget,3.4,671,430.42
2025-03-14 10:41:48.922342054,PROD_0047,Sports,172.05,118,12,139.32,Fall,Friday,10,0,Budget,3.6,883,155.89
2025-03-14 11:25:03.516936648,PROD_0086,Home,281.05,155,10,290.21,Fall,Friday,11,0,Regular,2.0,718,306.27
2025-03-14 12:08:18.111531243,PROD_0023,Electronics,929.03,15,53,947.22,Spring,Friday,12,0,Budget,2.5,780,1035.4
2025-03-14 12:51:32.706125837,PROD_0066,Home,679.22,174,15,602.96,Fall,Friday,12,1,Budget,4.4,193,721.83
2025-03-14 13:34:47.300720432,PROD_0027,Books,501.09,103,7,486.83,Summer,Friday,13,0,Regular,1.8,379,504.36
2025-03-14 14:18:01.895315027,PROD_0002,Home,22.59,91,58,23.96,Fall,Friday,14,0,Budget,4.3,402,24.47
2025-03-14 15:01:16.489909621,PROD_0090,Clothing,992.49,185,56,1082.66,Spring,Friday,15,0,Premium,3.3,663,1308.84
2025-03-14 15:44:31.084504216,PROD_0017,Electronics,674.74,26,39,539.99,Winter,Friday,15,0,Premium,4.0,748,848.16
2025-03-14 16:27:45.679098810,PROD_0033,Clothing,323.75,180,58,380.33,Winter,Friday,16,0,Budget,3.9,599,335.89
2025-03-14 17:11:00.273693405,PROD_0009,Clothing,880.48,169,1,762.33,Fall,Friday,17,0,Regular,1.8,10,850.69
2025-03-14 17:54:14.868288000,PROD_0043,Books,265.85,186,93,237.52,Summer,Friday,17,0,Premium,3.3,186,333.27
2025-03-14 18:37:29.462882594,PROD_0048,Electronics,548.58,174,93,496.68,Spring,Friday,18,0,Regular,4.5,725,601.57
2025-03-14 19:20:44.057477189,PROD_0039,Electronics,639.71,161,75,521.45,Summer,Friday,19,0,Premium,2.7,14,792.67
2025-03-14 20:03:58.652071783,PROD_0093,Electronics,228.85,164,9,194.35,Spring,Friday,20,0,Budget,4.9,777,201.88
2025-03-14 20:47:13.246666378,PROD_0042,Electronics,978.61,133,43,1168.99,Fall,Friday,20,1,Regular,2.8,296,1356.56
2025-03-14 21:30:27.841260973,PROD_0026,Electronics,750.71,134,10,695.22,Spring,Friday,21,0,Regular,1.6,410,747.76
